English	Svenska
notch	göra hack i
make	göra hel
hallow	göra helig
clean out	göra helt pank
move	göra hemställan hos
hack	göra hål i
perforate	göra hål i
hole	göra hål i
fortify	göra hälsosam
confound	göra häpen
astonish	göra häpen
fetch	göra häpen
bowl over	göra häpen/mållös
heighten	göra högre
prepare	göra i ordning
get	göra i ordning
fix	göra i ordning
make up	göra i ordning
dress	göra i ordning
fit	göra i ordning
settle	göra i ordning
do	göra i ordning
do up	göra i ordning
arrange	göra i ordning
perform	göra ifrån sig
hollow out	göra ihålig
impair	göra illa
jar	göra illa
harm	göra illa
injure	göra illa
nauseate	göra illamående
upset	göra illamående
fog	göra immig
burglarize	göra inbrott
burgle	göra inbrott
knock over	göra inbrott i
shop	göra inköp
chip in	göra inlägg
deepen	göra intensivare
enthuse	göra intresserad
interest	göra intresserad
come over	göra intryck
come across as	göra intryck
move	göra intryck på
impinge upon	göra intryck på
fetch	göra intryck på
affect	göra intryck på
infringe	göra intrång
intrude	göra intrång
trespass	göra intrång
infringe upon	göra intrång i
infringe on	göra intrång i
object	göra invändningar
demur	göra invändningar
fidget	göra irriterad
tie	göra jämn
channel	göra kanaler i
cartoon	göra kartong till
clarify	göra klar
clear	göra klar
brighten	göra klarare
crisp	göra knaprig
make up	göra komplett
taper off	göra konformad
taper	göra konformad
concave	göra konkav
break	göra konkurs
conventionalize	göra konventionell
granulate	göra kornig
grain	göra kornig
sign	göra korstecknet över
cross	göra korstecknet över
impoverish	göra kraftlös
square	göra kvadratisk
qualify	göra kvalificerad
validate	göra laglig
legitimize	göra laglig
legitimise	göra laglig
legitimate	göra laglig
muddy	göra lerig
even up	göra lika
plague	göra livet surt för
gesticulate	göra livliga gester
brighten	göra ljusare
loop	göra loping
clear	göra loss
deepen	göra lägre
fit	göra lämplig
draw	göra längre
lengthen	göra längre
taint	göra mat skämd
fertilise	göra med barn
impregnate	göra med barn
knock up	göra med barn
fertilize	göra med barn
model upon	göra med någonting som förebild
model on	göra med någonting som förebild
pull down	göra medtagen
awake	göra medveten om
enrich	göra mer fruktbar
complicate	göra mera invecklad
desensitise	göra mindre känslig
desensitize	göra mindre känslig
demoralize	göra missmodig
demoralise	göra missmodig
blunder	göra misstag
dispirit	göra modfälld
deject	göra modlös
mash	göra mos av
counterattack	göra motanfall
counterattack	göra motanfall mot
resist	göra motstånd
oppose	göra motstånd
resist	göra motstånd mot
predispose	göra mottaglig
incense	göra mycket arg
fuss	göra mycket oväsen
coin	göra mynt
convert	göra mål
convert	göra mål efter ett försök
mark	göra märke i/på
indent	göra märken
dent	göra märken i
open up	göra möjligt för utveckling
deepen	göra mörkare
chap	göra narig
laugh at	göra narr av
do down	göra ned
take apart	göra ned
slate	göra ned
disappoint	göra nedslagen
depress	göra nedslagen
drag down	göra nedslagen
flatten	göra nedslagen
deject	göra nedslagen
get down	göra nedstämd
rubbish	göra ner
rattle	göra nervös
flurry	göra nervös
fidget	göra nervös och rastlös
subject	göra ngn till föremål för
dub	göra någon till riddare genom att nudda vederbörande på axlarna med ett svärd
play at	göra någonting halvhjärtat
hash up	göra någonting på ett dåligt sätt
answer	göra någonting som svar
act	göra något
disambiguate	göra något entydigt
disambiguate	göra något som är flertydigt entydigt
necessitate	göra nödvändigt
tie	göra oavgjord
divide	göra oense
go out	göra offentlig
cloud	göra oklar
muddy	göra oklar
diversify	göra olik
duplicate	göra om
make over	göra om
remake	göra om
reproduce	göra om
do over	göra om
make into	göra om till
endear	göra omtyckt
fog	göra omtöcknad
fuddle	göra omtöcknad
smart	göra ont
ache	göra ont
hurt	göra ont
pain	göra ont
dispense with	göra onödig
poll	göra opinionsundersökning bland
disproportion	göra oproportionerlig
pun	göra ordlekar
organize	göra organisk
worry	göra orolig
disquiet	göra orolig
wrong	göra orätt
panic	göra panikslagen
troop	göra parad för fanan
collimate	göra parallell
fit	göra passande
patrol	göra patrulltjänst
stalemate	göra patt
perfect	göra perfekt
flatten	göra plan
score	göra poäng
knock up	göra poäng
crease	göra pressveck
customize	göra på beställning
customise	göra på beställning
knock up	göra på smällen
activate	göra radioaktiv
enrage	göra rasande
report	göra referat från
push	göra reklam
advertise	göra reklam
plug	göra reklam för
puff	göra reklam för
advertise	göra reklam för
clear up	göra rent
do out	göra rent
enrich	göra rik
enrich	göra rikare
infuriate	göra rosenrasande
round	göra rund
line	göra rynkig
brutalise	göra rå
brutalize	göra rå
flute	göra räfflor
live up to	göra rättvisa åt
move	göra rörd
make of	göra sak av
abstract	göra sammandrag
checkmate	göra schackmatt
dice	göra schackrutig
go to	göra sig
jettison	göra sig av med
chuck out	göra sig av med
strip away	göra sig av med
go	göra sig av med
dispose of	göra sig av med
dump	göra sig av med
get rid of	göra sig av med
square up	göra sig beredd att slåss
bother	göra sig besvära
visualise	göra sig en bild av
visualize	göra sig en bild av
think	göra sig en föreställning om
conceptualize	göra sig en föreställning om
deserve	göra sig förtjänt av
dump	göra sig kvitt
laugh at	göra sig lustig över
screen	göra sig på film
prepare	göra sig redo
receive	göra sig skyldig till häleri
posture	göra sig till
attitudinise	göra sig till
pose	göra sig till
attitudinize	göra sig till
make up to	göra sig till för någon
master	göra sig till herre över
cock	göra sig viktig
exit	göra sin sorti
derange	göra sinnesrubbad
visit	göra sjukbesök hos
distinguish	göra skillnad
jump	göra skutt
notch	göra skåra i
score	göra skåror i
live up to	göra skäl för
taint	göra skämd
settle	göra slut på
finish	göra slut på
exhaust	göra slut på
end	göra slut på
finish off	göra slut på
break	göra slut på
terminate	göra slut på
cancel	göra slut på
use	göra slut på
eliminate	göra slut på
get through	göra slut på
abolish	göra slut på
crack	göra slut på
stamp	göra slut på
go through	göra slut på
deplete	göra slut på
eviscerate	göra slätstruken
blunt	göra slö
slim	göra smal
attenuate	göra smal
slim down	göra smal
fine	göra smalare
diminish	göra smalare
muddy	göra smutsig
dimple	göra små fördjupningar
bob	göra små hopp upp och ned
slope	göra sned/sluttande
scrimshaw	göra snäckskalsarbeten
tan	göra solbränd
exit	göra sorti
taper	göra spetsigare
taper off	göra spetsigare
slot	göra springa
slot	göra spår
steady	göra stadig
strike	göra starkt intryck på
play up	göra stor affär av
fuss over	göra stor affär av
boom	göra stora framgångar
fuss over	göra stort väsen av
stump	göra ställd
score	göra succé
smear	göra suddig
cool	göra sval
cool down	göra sval
nonplus	göra svarslös
black	göra svart
cause	göra så att
disable	göra så att någonting slutar fungera
validate	göra så att något vinner laga kraft
accompany	göra sällskap
go along with	göra sällskap med
aggravate	göra sämre
beckon	göra tecken
wave	göra tecken att stanna
beckon	göra tecken åt
motion	göra tecken åt
dub	göra till
erect	göra till
queen	göra till drottning
cuckold	göra till hanrej
domesticate	göra till husdjur
institutionalize	göra till institution
institutionalise	göra till institution
invalid out	göra till invalid
coke	göra till koks
partner	göra till kompanjon
cripple	göra till krympling
king	göra till kung
please	göra till lags
oblige	göra till lags
partner	göra till medspelare
victimize	göra till offer
partner	göra till partner
beggar	göra till tiggare
please	göra till viljes
oblige	göra till viljes
ridicule	göra till åtlöje
sell	göra tilltalande
supplement	göra tillägg till
thicken	göra tjockare
voice	göra tonande
drum	göra trumliknande ljud
narrow	göra trängre
desolate	göra tröstlös
weigh	göra tyngre
consolidate	göra tät
thicken	göra tätare
dispatch	göra undan
knock off	göra undan
knock out	göra undan
dodge	göra undanflykter
evade	göra undanflykter
except	göra undantag för
homogenise	göra uniform
unify	göra uniform
homogenize	göra uniform
stale	göra unken
fix	göra upp
settle	göra upp
conclude	göra upp
arrange	göra upp
square	göra upp
concert	göra upp
contract	göra upp
strike	göra upp
form	göra upp
square up	göra upp
dispatch	göra upp
transact	göra upp
tabulate	göra upp en tabell över
have out with	göra upp med
scheme	göra upp planer
programme	göra upp program för
program	göra upp program för
reckon with	göra upp räkningen med
lay over	göra uppehåll
revolt	göra uppror
rise	göra uppror
upset	göra upprörd
recommend	göra uppskattad
enrage	göra ursinnig
extract	göra utdrag ur
impoverish	göra utfattig
pledge	göra utfästelser om
cartoon	göra utkast till målning med mera på styvt papper
flare	göra utsvängd
meander	göra utvikningar
proof	göra vattentät
work	göra verkan
tell	göra verkan
take	göra verkan
affect	göra verkan på
widen	göra vidare
broaden	göra vidare
cash in	göra vinst på
call	göra visit
wither	göra vissen
blanch	göra vit
wave	göra vågig
strain	göra våld på
face	göra vändning
mollify	göra vänligare stämd
do about	göra åt
access	göra åtkomlig
differentiate	göra åtskillnad
modify	göra ändringar
dramatise	göra överdrivet dramatisk
dramatize	göra överdrivet dramatisk
dispense with	göra överflödig
signal	göra/ge tecken
clear	göras molnfri
reproduce	göras om
girdle	gördel
achievable	görlig
operable	görlig
operability	görlighet
duty	göromål
work	göromål
business	göromål
wear	ha
bear	ha
enjoy	ha
like	ha
entertain	ha
take	ha
sell	ha
have	ha
hold	ha
keep	ha
possess	ha
draw	ha
carry	ha
bugger	ha analsex
connect	ha anslutning till
employ	ha anställd
work	ha arbete
deal	ha att göra med
owe	ha att tacka för
defecate	ha avföring
evacuate	ha avföring
drain	ha avlopp
crave	ha behov av
require	ha behov av
weigh	ha betydelse
have on	ha bevis mot
accommodate	ha boende hos sig
bustle	ha bråttom
sleep	ha bäddplats
share	ha del i
participate	ha del i
fare	ha det
placed	ha det med
partake	ha drag
partake	ha drag av
draw	ha dragningskraft
double	ha dubbel funktion
stink	ha dålig klang
sleep out	ha egen bostad
suspect	ha en aning om
differ	ha en annan uppfattning
dissent	ha en annan åsikt
tend	ha en benägenhet
smell	ha en föraning om
feel	ha en känsla av
tend	ha en tendens
be given to	ha en tendens att
meet with	ha ett möte med
authorized	ha formell tillåtelse
authorized	ha formell tillåtelse att
prosper	ha framgång
succeed	ha framgång
prevail	ha framgång
bristle with	ha fullt av
purpose	ha för avsikt
intend	ha för avsikt
design	ha för avsikt
contemplate	ha för avsikt
propose	ha för avsikt
mean	ha för avsikt
suffer	ha fördrag med
sympathise	ha förståelse
sympathize	ha förståelse
understand	ha förståelse för
trust	ha förtroende för
lousy	ha gott om pengar
gang-bang	ha gruppsex
have	ha gäster
entertain	ha gäster
manage	ha hand om
rank	ha högre rang än
possessed	ha i besittning
employ	ha i sin tjänst
influence	ha inflytande på
sway	ha inflytande över
conscious	ha klart för sig
over	ha kontroll över
guide	ha kontroll över
play about	ha kul
know	ha kunskap i
have	ha kunskaper i
make	ha kvaliteten
make	ha kvaliteten av
keep on	ha kvar
feel	ha känslor
alight	ha ljuset tänt
list	ha lust
know	ha lärt sig
carry	ha med sig
bring	ha med sig
fetch	ha med sig
sympathize	ha medkänsla
sympathise	ha medkänsla
prosper	ha medvind
receive	ha mottagning
dislike	ha motvilja mot
owe to	ha någonting bra tack vare någon eller något
have on	ha någonting inplanerat
owe to	ha någonting tack vare någon eller något
touch	ha något att göra med
mind	ha något emot
have on	ha något för sig
bank	ha pengar på banken
picnic	ha picknick
project	ha planer på
admit	ha plats för
carry	ha plats för
have	ha på besök
sense	ha på känn
wear	ha på sig
have on	ha på sig
in	ha på sig
know	ha reda på
enjoy	ha roligt på
afford	ha råd med
tie in	ha samband
tie up with	ha samband med
fuck	ha samlag
copulate	ha samlag
take	ha samlag med
fuck	ha samlag med
cohere	ha sammanhang
sit	ha sammanträde
collaborate	ha samröre med
hump	ha sex med
go with	ha sex med
sleep together	ha sexuellt umgänge med
bed	ha sexuellt umgänge med
lie with	ha sexuellt umgänge med
sleep with	ha sexullt umgänge med
based	ha sin bas
belong	ha sin plats
centre upon	ha sin tyngdpunkt på
center around	ha sin tyngdpunkt på
centre round	ha sin tyngdpunkt på
centre around	ha sin tyngdpunkt på
centre round	ha sin tyngdpunkt tonvikt på
centre upon	ha sin tyngdpunkt tonvikt på
centre around	ha sin tyngdpunkt tonvikt på
home	ha sitt hem
come from	ha sitt ursprung från
derive from	ha sitt ursprung i
descend from	ha sitt ursprung i
seat	ha sittplats för
list	ha slagsida
out of	ha slut på
major in	ha som huvudämne
terminate	ha som slutstation
elude	ha svårt att minnas
date	ha sällskap med
smash	ha sönder
break	ha sönder
bugger	ha tidelag med
be about	ha till ämne
accommodate	ha tillräckligt med plats för
oversee	ha tillsyn över
enjoy oneself	ha trevligt
luck	ha tur
click	ha tur
lucky	ha tur
recite	ha uppläsning
take	ha utrymme för
hold	ha utrymme för
look	ha utsikt
exhibit	ha utställning
dog-eared	ha vikta hörn
ovulate	ha ägglossning
cordially	ha äran att inbjuda
face	ha ögonen öppna för
come off	ha önskad verkan
overlook	ha överseende med
supervise	ha översyn över
hacienda	hacienda
peck	hack
notch	hack
indent	hack
hack	hack
cut	hack
chip	hack
hack	hacka
pick	hacka
cough	hacka
peck	hacka
haggle	hacka
chop	hacka
knock	hacka på
get at	hacka på
bully	hacka på
buck	hacka sig fram
hash	hacka sönder
hash up	hacka sönder
mince	hacka sönder
dab	hackande
peck	hackande
hacker	hackare
sausage	hackat och malet kött stoppat i ett avlångt skinn
dulcimer	hackbräde
hacker	hacker
hacking cough	hackhosta
halting	hackig
cleaver	hackkniv
pecker	hackspett
woodpecker	hackspett
enter into	had med saken att göra
cop	haffa
